fair,37,JJ
fear,37,NN
hold,37,NN
thought,37,NN
welfare,37,JJ
call,36,NN
danger,36,NN
efforts,36,NNS
favor,36,VBP
generation,36,NN
hand,36,NN
hopes,36,NNS
large,36,JJ
limits,36,NNS
parties,36,NNS
period,36,NN
possible,36,JJ
race,36,NN
ago,35,RB
certain,35,JJ
example,35,NN
faithful,35,JJ
importance,35,NN
making,35,VBG
passed,35,VBD
questions,35,NNS
reason,35,NN
words,35,NNS
All,34,NNP
executive,34,JJ
face,34,VBP
further,34,RB
heart,34,NN
judgment,34,NN
legislation,34,NN
promote,34,VB
share,34,VBP
sufficient,34,NN
courage,33,NN
little,33,RB
millions,33,NNS
necessity,33,NN
pledge,33,NN
rule,33,NN
safety,33,NN
solemn,33,JJ
view,33,NN
already,32,RB
degree,32,NN
expect,32,VB
independence,32,NN
instrument,32,NN
members,32,NNS
military,32,JJ
moment,32,NN
money,32,NN
myself,32,NN
occasion,32,NN
produce,32,VB
require,32,VB
While,31,NNP
carry,31,VB
conditions,31,NNS
discharge,31,NN
independent,31,JJ
industrial,31,JJ
international,31,JJ
object,31,NN
obligations,31,NNS
patriotism,31,NN
powerful,31,JJ
united,31,VBN
wise,31,VB
wish,31,VB
clear,30,JJ
different,30,JJ
earth,30,NN
extent,30,NN
fail,30,VBP
few,30,JJ
forward,30,RB
friends,30,NNS
peoples,30,NNS
placed,30,VBD
population,30,NN
portion,30,NN
problems,30,NNS
property,30,NN
result,30,NN
single,30,JJ
social,30,JJ
speak,30,VBP
wealth,30,NN
By,29,NNP
From,29,NNP
community,29,NN
conduct,29,NN
dangers,29,NNS
enterprise,29,VB
existence,29,NN
extended,29,VBN
fact,29,NN
lead,29,VB
objects,29,NNS
often,29,RB
permanent,29,NN
personal,29,JJ
reach,29,VBP
religious,29,JJ
set,29,VB
society,29,NN
tariff,29,NN
want,29,JJ
Almighty,28,NNP
South,28,NNP
ability,28,NN
advance,28,NN
attention,28,NN
determined,28,VBD
four,28,CD
opinions,28,NNS
position,28,NN
presence,28,NN
seen,28,VBN
several,28,JJ
sound,28,NN
women,28,NNS
Such,27,NNP
arms,27,NNS
consideration,27,NN
constant,27,NN
effect,27,VB
established,27,VBN
feel,27,VB
happy,27,JJ
honorable,27,JJ
mankind,27,NN
mere,27,JJ
nature,27,NN
practical,27,JJ
provide,27,VB
rather,27,RB
remain,27,VB
unity,27,NN
views,27,NNS
Chief,26,NNP
affairs,26,NNS
beginning,26,NN
demand,26,NN
destiny,26,NN
devotion,26,NN
election,26,NN
endeavor,26,NN
enough,26,RB
equally,26,RB
growth,26,NN
honest,26,JJS
ideals,26,NNS
keep,26,VB
legislative,26,JJ
light,26,NN
material,26,NN
needs,26,NNS
none,26,NN
obligation,26,NN
peaceful,26,JJ
popular,26,JJ
private,26,JJ
ready,26,RB
sacred,26,VBN
territory,26,NN
thus,26,RB
truth,26,NN
turn,26,VB
vast,26,JJ
Administration,25,NNP
abroad,25,RB
bear,25,VBP
capacity,25,NN
case,25,NN
civilization,25,NN
complete,25,JJ
countries,25,NNS
dignity,25,NN
education,25,NN
expression,25,NN
feeling,25,NN
harmony,25,NN
hearts,25,NNS
industry,25,NN
intercourse,25,NN
patriotic,25,JJ
perfect,25,JJ
put,25,VBN
serve,25,VB
small,25,JJ
think,25,VBP
whatever,25,NN
At,24,NNP
General,24,NNP
Now,24,NNP
accept,24,VB
acts,24,VBZ
away,24,RB
back,24,RB
basis,24,NN
came,24,VBD
cost,24,NN
demands,24,NNS
differences,24,NNS
distinguished,24,VBD
due,24,JJ
equality,24,NN
family,24,NN
fathers,24,NNS
formed,24,VBN
forms,24,NNS
leave,24,VB
measure,24,NN
merely,24,RB
mutual,24,JJ
prevent,24,VB
treaty,24,NN
year,24,NN
Under,23,NNP
Washington,23,NNP
afford,23,VB
almost,23,RB
build,23,VB
determination,23,NN
doubt,23,NN
down,23,RP
effective,23,JJ
enlightened,23,VBN
forces,23,NNS
known,23,VBN
left,23,VBN
longer,23,RBR
number,23,NN
pay,23,VB
remember,23,JJR
return,23,NN
sacrifice,23,NN
secured,23,VBN
seeking,23,VBG
ancient,22,JJ
chosen,22,VBN
communities,22,NNS
conscience,22,NN
created,22,VBN
deeply,22,RB
defend,22,VB
early,22,JJ
evil,22,JJ
granted,22,VBN
improvement,22,NN
individuals,22,NNS
integrity,22,NN
preservation,22,NN
provided,22,VBN
said,22,VBN
science,22,NN
settled,22,VBD
soon,22,RB
strengthen,22,VBP
terms,22,NNS
vital,22,JJ
voice,22,NN
Those,21,NNP
able,21,JJ
attempt,21,NN
belief,21,NN
benefits,21,NNS
choice,21,NN
clearly,21,RB
conflict,21,NN
cooperation,21,NN
credit,21,NN
debt,21,NN
difference,21,NN
encourage,21,VB
events,21,NNS
expenditures,21,NNS
experiment,21,NN
express,21,NN
firm,21,NN
fully,21,RB
manner,21,NN
point,21,NN
preserved,21,VBN
real,21,JJ
required,21,VBN
responsibilities,21,NNS
rest,21,VB
slavery,21,NN
something,21,NN
sovereignty,21,NN
special,21,JJ
January,20,NNP
Justice,20,NNP
You,20,NNP
add,20,VB
adequate,20,VBP
causes,20,NNS
consider,20,VBP
continued,20,VBN
deep,20,NN
energy,20,NN
enter,20,JJR
especially,20,RB
friendly,20,RB
generous,20,JJ
humanity,20,NN
indeed,20,RB
internal,20,JJ
join,20,VB
majority,20,NN
matters,20,NNS
methods,20,NNS
needed,20,VBN
parts,20,NNS
perhaps,20,RB
provision,20,NN
reserved,20,VBN
responsible,20,JJ
revolution,20,NN
rules,20,NNS
seem,20,VBP
values,20,NNS
virtue,20,NN
vision,20,NN
wars,20,NNS
wrong,20,JJ
Europe,19,NNP
First,19,NNP
Great,19,NNP
National,19,NNP
Their,19,NNP
capital,19,NN
citizenship,19,NN
claim,19,VB
days,19,NNS
destroy,19,VB
destruction,19,NN
development,19,NN
encouragement,19,NN
era,19,NN
execute,19,VB
failure,19,NN
former,19,JJ
forth,19,JJ
greatly,19,RB
health,19,NN
immediate,19,JJ
journey,19,NN
officers,19,NNS
practice,19,NN
recent,19,JJ
reform,19,NN
requires,19,VBZ
resolve,19,VB
safe,19,JJ
show,19,VB
struggle,19,NN
supreme,19,NN
tax,19,NN
understand,19,VBP
value,19,NN
wisely,19,RB
young,19,JJ
May,18,NNP
Second,18,NNP
Some,18,NNP
Today,18,NNP
achieve,18,VB
adoption,18,NN
age,18,NN
chance,18,NN
committed,18,VBN
counsel,18,NN
crisis,18,NN
currency,18,NN
departments,18,NNS
direct,18,JJ
earnest,18,NN
extend,18,NN
friendship,18,NN
functions,18,NNS
generations,18,NNS
govern,18,VB
increasing,18,VBG
intelligence,18,NN
least,18,JJS
legitimate,18,VB
lies,18,NNS
limited,18,VBN
living,18,NN
modern,18,JJ
nearly,18,RB
official,18,NN
open,18,JJ
passion,18,NN
path,18,NN
peculiar,18,JJ
prescribed,18,VBD
prosperous,18,JJ
realize,18,VB
remains,18,VBZ
results,18,NNS
rich,18,WDT
sections,18,NNS
short,18,JJ
side,18,NN
simple,18,NN
soil,18,NN
sometimes,18,RB
standards,18,NNS
sure,18,NN
taxation,18,NN
taxes,18,NNS
understanding,18,NN
various,18,JJ
Monday,17,NNP
Yet,17,NNP
armed,17,VBN
assume,17,VB
benefit,17,NN
bound,17,VBN
branch,17,NN
brought,17,VBN
burdens,17,NNS
carried,17,VBD
commercial,17,JJ
concern,17,NN
continent,17,NN
create,17,VB
depend,17,VBP
distant,17,JJ
enforce,17,VB
existing,17,VBG
faithfully,17,RB
false,17,NN
hard,17,JJ
held,17,VBN
higher,17,JJR
idea,17,NN
instead,17,RB
leadership,17,NN
liberal,17,JJ
lines,17,NNS
maintenance,17,NN
makes,17,VBZ
offer,17,NN
perform,17,VB
permit,17,VBP
person,17,NN
policies,17,NNS
poverty,17,NN
precious,17,JJ
proved,17,VBD
pursued,17,VBN
reasonable,17,JJ
renew,17,VB
republican,17,JJ
respective,17,JJ
rests,17,NNS
section,17,NN
sentiment,17,NN
sentiments,17,NNS
settlement,17,NN
source,17,NN
strive,17,VB
suffrage,17,NN
North,16,NNP
One,16,CD
advantage,16,NN
authorities,16,NNS
bless,16,VBZ
blood,16,NN
bonds,16,NNS
built,16,VBN
changes,16,NNS
cherish,16,NN
construction,16,NN
conviction,16,NN
declared,16,VBD
department,16,NN
direction,16,NN
drawn,16,NN
enforcement,16,NN
engaged,16,VBN
entire,16,JJ
establish,16,VB
felt,16,VBD
genius,16,NN
gratitude,16,NN
jurisdiction,16,NN
lands,16,NNS
lasting,16,NN
maintaining,16,VBG
naval,16,NN
neighbors,16,NNS
performance,16,NN
places,16,NNS
predecessor,16,NN
privilege,16,NN
proud,16,NN
reduce,16,VB
religion,16,NN
restore,16,VB
satisfaction,16,NN
save,16,VB
schools,16,NNS
seems,16,VBZ
shown,16,VBN
sides,16,NNS
strict,16,JJ
subjects,16,VBZ
surely,16,RB
waste,16,VB
weak,16,JJ
Treasury,15,NNP
Vice,15,NNP
War,15,NNP
advantages,15,NNS
agriculture,15,NN
answer,15,JJR
appear,15,VBP
avoid,15,VB
balance,15,NN
building,15,VBG
burden,15,NN
class,15,NN
constantly,15,RB
continuance,15,NN
dangerous,15,JJ
decisions,15,VBZ
difficult,15,NN
doing,15,VBG
enemies,15,NNS
establishment,15,NN
event,15,NN
exist,15,VB
expected,15,VBN
founded,15,VBN
guidance,15,NN
heretofore,15,NN
issue,15,NN
justly,15,RB
manufactures,15,NNS
meaning,15,NN
move,15,VB
natural,15,JJ
pass,15,NN
price,15,NN
pride,15,VB
production,15,NN
productive,15,JJ
products,15,NNS
second,15,JJ
serious,15,JJ
situation,15,NN
station,15,NN
suffer,15,VB
sustained,15,VBD
unite,15,VBP
used,15,VBN
useful,15,JJ
wherever,15,RB
willing,15,JJ
European,14,NNP
Nor,14,NNP
Providence,14,NNP
accomplished,14,VBN
adopted,14,VBN
advancement,14,NN
amendment,14,NN
based,14,VBN
became,14,VBD
believed,14,VBD
birth,14,JJ
branches,14,NNS
cases,14,NNS
challenges,14,NNS
cheerfully,14,RB
concerns,14,NNS
connected,14,VBN
consequences,14,NNS
considered,14,VBN
democratic,14,JJ
devoted,14,VBD
difficulties,14,NNS
elected,14,VBD
enjoy,14,NN
entitled,14,VBN
everywhere,14,RB
follow,14,VB
forever,14,RB
foundations,14,NNS
helped,14,VBN
increased,14,VBN
industries,14,NNS
instance,14,NN
late,14,JJ
leaders,14,NNS
leading,14,VBG
learn,14,NN
learned,14,VBD
led,14,VBN
limitations,14,NNS
matter,14,NN
mean,14,VB
minds,14,VBZ
offices,14,NNS
operation,14,NN
organization,14,NN
particular,14,JJ
practicable,14,JJ
prepared,14,VBN
privileges,14,NNS
profound,14,NN
protected,14,VBD
pursue,14,VB
relation,14,NN
rewards,14,NNS
scarcely,14,RB
sectional,14,JJ
story,14,NN
strengthened,14,VBD
taking,14,VBG
trial,14,NN
voices,14,NNS
Every,13,NNP
Is,13,NNP
Navy,13,NNP
New,13,NNP
Revolution,13,NN
actual,13,JJ
added,13,VBN
adopt,13,VB
alike,13,NN
amount,13,NN
appeal,13,NN
arise,13,VBP
army,13,NN
battle,13,NN
born,13,NN
certainly,13,RB
challenge,13,NN
close,13,JJ
coast,13,JJ
coming,13,VBG
command,13,NN
consistent,13,NN
contest,13,NN
contributed,13,JJ
declare,13,VBP
depends,13,NNS
depression,13,NN
directly,13,RB
disposition,13,NN
enduring,13,VBG
families,13,NNS
field,13,NN
friend,13,NN
fundamental,13,JJ
grateful,13,JJ
homes,13,NNS
humble,13,JJ
imposed,13,VBN
injustice,13,NN
intended,13,VBD
knowing,13,VBG
language,13,NN
larger,13,JJR
legal,13,JJ
likely,13,JJ
loss,13,NN
member,13,NN
met,13,VBN
observe,13,VBP
paid,13,VBN
partisan,13,NN
persons,13,NNS
predecessors,13,NNS
preserving,13,NN
press,13,NN
program,13,NN
promises,13,NNS
receive,13,VB
recommend,13,VB
relief,13,NN
republic,13,JJ
road,13,NN
separate,13,JJ
services,13,NNS
sought,13,VBD
stability,13,NN
succeed,13,VB
successful,13,JJ
suffering,13,NN
supported,13,VBD
surplus,13,NN
talents,13,NNS
term,13,NN
violence,13,NN
written,13,VBN
Jefferson,12,NNP
Nations,12,NNPS
World,12,NNP
abuses,12,NNS
according,12,VBG
adapted,12,VBN
application,12,NN
aspirations,12,NNS
assurance,12,NN
assure,12,VB
beloved,12,VBN
blessed,12,VBN
careful,12,JJ
celebrate,12,VBP
competent,12,NN
consciousness,12,NN
controversies,12,NNS
cultivate,12,JJ
decision,12,NN
dedication,12,NN
dream,12,NN
enable,12,VB
enjoyed,12,VBN
everything,12,NN
evils,12,NNS
exercised,12,VBN
expressed,12,VBN
eyes,12,NNS
fate,12,NN
feelings,12,NNS
financial,12,JJ
fixed,12,VBN
flag,12,NN
forbearance,12,NN
generally,12,RB
grant,12,JJ
growing,12,VBG
half,12,NN
ideal,12,NN
injury,12,NN
intelligent,12,NN
interference,12,NN
lost,12,VBN
maintained,12,VBD
markets,12,NNS
mighty,12,NN
mine,12,JJ
narrow,12,NN
next,12,JJ
obvious,12,JJ
officer,12,NN
opportunities,12,NNS
opposed,12,VBN
ours,12,NNS
plans,12,NNS
pledged,12,VBD
points,12,NNS
prejudice,12,NN
process,12,NN
respects,12,VBZ
role,12,NN
strictly,12,RB
stronger,12,NN
supposed,12,VBN
sustain,12,VB
sympathy,12,JJ
thank,12,NN
thing,12,NN
threat,12,NN
tranquillity,12,NN
try,12,VB
tyranny,12,NN
universal,12,NN
weight,12,NN
welcome,12,VB
worthy,12,JJ
Being,11,NNP
Confederacy,11,NNP
Its,11,NNPS
Old,11,NNP
Since,11,NNP
Territories,11,NNPS
accepted,11,VBN
accomplish,11,VB
additional,11,JJ
address,11,NN
afforded,11,VBN
allies,11,NNS
ample,11,JJ
anxiety,11,NN
appointment,11,NN
assured,11,VBN
bad,11,JJ
bearing,11,VBG
begin,11,VB
behalf,11,NN
belongs,11,VBZ
beneficent,11,NN
bind,11,NN
bold,11,JJ
broad,11,JJ
centuries,11,NNS
changed,11,VBN
civilized,11,JJ
combinations,11,NNS
comes,11,VBZ
consent,11,NN
constituted,11,VBN
contrary,11,JJ
correct,11,VB
decent,11,NN
deny,11,VB
destinies,11,NNS
discussion,11,NN
diversity,11,NN
effects,11,NNS
efficient,11,JJ
elements,11,NNS
employed,11,VBN
enlarged,11,VBN
entirely,11,RB
errors,11,NNS
expenditure,11,NN
extraordinary,11,JJ
fire,11,NN
followed,11,VBN
formation,11,NN
founders,11,NNS
gave,11,VBD
guaranty,11,NN
guide,11,VB
habits,11,NNS
humbly,11,RB
hundred,11,VBN
ignorance,11,NN
impossible,11,JJ
inseparable,11,JJ
institution,11,NN
interfere,11,VB
judicial,11,JJ
kind,11,NN
latter,11,NN
liberties,11,NNS
lot,11,NN
mass,11,NN
method,11,NN
name,11,NN
native,11,JJ
necessities,11,NNS
noble,11,JJ
numbers,11,NNS
obedience,11,NN
ocean,11,JJ
opposition,11,NN
ordinary,11,JJ
permitted,11,VBN
prejudices,11,NNS
proceed,11,VBP
promoted,11,VBN
proof,11,NN
pursuit,11,NN
reached,11,VBD
recognize,11,VBP
recognized,11,VBN
reflect,11,VB
remedy,11,NN
renewed,11,VBD
representatives,11,NNS
restoration,11,NN
revenues,11,VBZ
seeks,11,NNS
session,11,NN
sincere,11,RB
sources,11,NNS
standing,11,NN
statesmen,11,NNS
surrender,11,VB
tasks,11,NNS
tendency,11,NN
theory,11,NN
thereby,11,RP
thousands,11,NNS
ties,11,NNS
triumph,11,NN
truly,11,RB
turning,11,VBG
whilst,11,NN
wishes,11,VBZ
zeal,11,NN
British,10,JJ
Here,10,NNP
Legislature,10,NNP
Magistrate,10,NNP
Many,10,NNP
Presidential,10,NNP
Senate,10,NNP
Senator,10,NNP
Southern,10,NNP
Texas,10,NNP
administer,10,VB
admitted,10,VBN
advanced,10,JJ
affecting,10,NN
agencies,10,NNS
agitation,10,NN
agricultural,10,JJ
anew,10,VBP
anything,10,NN
arbitration,10,NN
arduous,10,JJ
armies,10,NNS
arts,10,NNS
asked,10,VBN
attack,10,NN
blessing,10,NN
break,10,VBP
calculated,10,VBN
child,10,NN
city,10,NN
claims,10,NNS
classes,10,NNS
climate,10,NN
comfort,10,NN
commitment,10,NN
confidently,10,RB
contemplate,10,VB
councils,10,NNS
courts,10,NNS
dark,10,JJ
deserve,10,NN
difficulty,10,NN
directed,10,VBN
discipline,10,NN
divide,10,NN
divided,10,VBN
divisions,10,NNS
efficiency,10,NN
elections,10,NNS
else,10,RB
emergency,10,NN
employment,10,NN
endure,10,NN
enforced,10,VBN
exalted,10,VBD
execution,10,NN
existed,10,VBN
expansion,10,NN
extension,10,NN
faculties,10,NNS
failed,10,VBD
fall,10,VBP
favorable,10,JJ
final,10,JJ
finally,10,RB
foundation,10,NN
gives,10,VBZ
globe,10,NN
goal,10,NN
gold,10,NN
gone,10,NN
greatness,10,NN
ground,10,NN
happily,10,RB
heard,10,VBN
hostile,10,JJ
ideas,10,NNS
indispensable,10,JJ
information,10,NN
instances,10,NNS
intrusted,10,VBD
invoke,10,VB
judge,10,VB
kept,10,VBD
largely,10,RB
leads,10,VBZ
lift,10,VBP
looking,10,VBG
marked,10,VBD
market,10,NN
militia,10,NN
mode,10,NN
necessarily,10,RB
negro,10,NN
nuclear,10,JJ
occurred,10,VBN
original,10,JJ
partial,10,JJ
participation,10,NN
perils,10,NNS
physical,10,JJ
plan,10,VB
play,10,NN
politics,10,NNS
possess,10,VBP
possessed,10,VBN
pray,10,NN
prayer,10,NN
problem,10,NN
propose,10,VB
proposed,10,VBN
proposition,10,NN
protecting,10,NN
provisions,10,NNS
punishment,10,NN
raise,10,VB
raised,10,VBN
rapid,10,JJ
read,10,VBN
received,10,VBN
reject,10,VBP
relieve,10,VB
representative,10,JJ
resist,10,VB
sacrifices,10,NNS
safely,10,RB
saw,10,VBD
selfish,10,JJ
shape,10,NN
sovereign,10,NN
sphere,10,NN
step,10,NN
steps,10,NNS
submit,10,VB
surest,10,JJS
temporary,10,JJ
ultimate,10,JJ
understood,10,VBN
utmost,10,NN
violate,10,VB
violation,10,NN
virtuous,10,JJ
ways,10,NNS
witness,10,NN
working,10,VBG
Freedom,9,NNP
House,9,NNP
Independence,9,NNP
Saturday,9,NNP
Territory,9,NNP
Thursday,9,NNP
Without,9,NNP
accordance,9,NN
acknowledged,9,JJ
actions,9,NNS
activities,9,NNS
adherence,9,NN
adjustment,9,NN
agents,9,NNS
aggression,9,NN
aided,9,VBN
alliances,9,NNS
appears,9,VBZ
ardent,9,NN
assembled,9,VBD
assigned,9,VBN
becomes,9,VBZ
began,9,VBD
bestowed,9,VBN
bill,9,NN
calling,9,NN
candid,9,JJ
carrying,9,NN
ceremony,9,NN
charged,9,VBN
cherished,9,VBD
chief,9,NN
choose,9,VB
concerned,9,VBN
concerning,9,VBG
concession,9,NN
conscious,9,JJ
considerations,9,NNS
count,9,VB
creed,9,NN
crime,9,NN
current,9,JJ
daily,9,JJ
debts,9,NNS
definite,9,JJ
disregard,9,NN
distinction,9,NN
dreams,9,NNS
effected,9,VBN
employees,9,NNS
energies,9,NNS
enjoyment,9,NN
enterprises,9,NNS
error,9,NN
examples,9,NNS
exists,9,VBZ
expressly,9,RB
facilities,9,NNS
favored,9,VBN
fearless,9,RB
fervent,9,NN
fight,9,VBN
forced,9,VBN
fortifications,9,NNS
fulfillment,9,NN
gift,9,NN
grave,9,JJ
grown,9,VBN
heritage,9,NN
heroes,9,VBZ
honestly,9,RB
imperative,9,JJ
improve,9,VB
inevitable,9,JJ
inhabitants,9,NNS
insist,9,VB
interstate,9,JJ
invasion,9,NN
involved,9,VBD
keeping,9,VBG
lay,9,VB
length,9,NN
lessons,9,NNS
limit,9,VB
limitation,9,NN
management,9,NN
master,9,NN
motives,9,NNS
near,9,JJ
observed,9,VBN
ones,9,NNS
organized,9,VBN
plain,9,JJ
poor,9,JJ
prayers,9,NNS
productions,9,NNS
profit,9,NN
promoting,9,VBG
promotion,9,NN
promptly,9,RB
properly,9,RB
prospect,9,NN
realized,9,VBN
recognition,9,NN
record,9,VB
reference,9,NN
reforms,9,NNS
regulation,9,NN
reliance,9,NN
resolution,9,NN
rivers,9,NNS
run,9,VBP
sacredly,9,RB
sea,9,NN
securing,9,VBG
seemed,9,VBD
servants,9,NNS
shared,9,VBN
shrink,9,VB
solve,9,VB
speedily,9,RB
spread,9,VB
standard,9,JJ
stands,9,VBZ
steadily,9,RB
stood,9,VBD
strife,9,NN
structure,9,NN
suggest,9,VBP
suitable,9,JJ
sum,9,NN
test,9,NN
thoughts,9,NNS
threatened,9,VBN
title,9,NN
tolerance,9,NN
treaties,9,VBZ
urge,9,NN
verdict,9,NN
victory,9,NN
vigor,9,NN
wants,9,NNS
weapons,9,NNS
wholly,9,RB
word,9,NN
works,9,VBZ
Bush,8,NNP
Declaration,8,NNP
Departments,8,NNPS
Divine,8,NNP
Father,8,NNP
George,8,NNP
Heaven,8,NNP
Not,8,NNP
Wednesday,8,NNP
Western,8,NNP
abiding,8,VBG
absolute,8,JJ
accord,8,NN
accountability,8,NN
achieved,8,VBN
acted,8,VBN
acting,8,NN
administered,8,VBD
ages,8,NNS
agree,8,VB
aim,8,NN
ambition,8,NN
amendments,8,NNS
amity,8,NN
apply,8,RB
approach,8,VB
appropriate,8,JJ
arisen,8,VBN
assistance,8,NN
available,8,JJ
banking,8,VBG
basic,8,JJ
begun,8,VBN
behind,8,JJ
beneficial,8,JJ
benign,8,NN
borne,8,VBP
calls,8,VBZ
capable,8,JJ
career,8,NN
cease,8,VBP
cities,8,NNS
collected,8,VBN
commission,8,NN
compact,8,NN
competition,8,NN
compromise,8,NN
conferred,8,VBD
confident,8,JJ
conflicting,8,NN
constitution,8,NN
continuing,8,VBG
convenience,8,NN
counsels,8,NNS
dare,8,NN
declaration,8,NN
deem,8,VBP
demanded,8,VBN
derived,8,VBN
discretion,8,NN
disturbed,8,VBN
divine,8,NN
division,8,NN
dollar,8,NN
easily,8,RB
element,8,NN
enabled,8,VBN
encouraging,8,VBG
ends,8,NNS
entering,8,VBG
entertained,8,VBN
evidence,8,NN
exact,8,VBP
exclusively,8,RB
expedient,8,VB
expense,8,NN
extravagance,8,NN
fallen,8,NN
farm,8,NN
forget,8,VB
forgotten,8,VBN
fraternal,8,JJ
fulfill,8,VB
furnish,8,VB
gather,8,RB
glory,8,NN
governmental,8,JJ
group,8,NN
guided,8,VBD
hear,8,VB
heavy,8,JJ
helpful,8,JJ
historic,8,JJ
holds,8,VBZ
ignorant,8,JJ
illustrious,8,JJ
impressed,8,VBD
improvements,8,NNS
inauguration,8,NN
initiative,8,JJ
insure,8,VB
intention,8,NN
islands,8,NNS
knew,8,VBD
laid,8,VBN
line,8,NN
loans,8,NNS
lose,8,NN
mercy,8,NN
merit,8,VB
minority,8,NN
mission,8,NN
motive,8,NN
moved,8,VBD
neglect,8,VB
neutrality,8,NN
onward,8,VBP
opening,8,VBG
otherwise,8,RB
passions,8,NNS
patriot,8,NN
penalties,8,NNS
perpetual,8,JJ
plainly,8,RB
preparation,8,NN
principal,8,NN
proclaim,8,NN
produced,8,VBN
prompt,8,NN
pure,8,NN
putting,8,VBG
quiet,8,JJ
races,8,NNS
railroads,8,NNS
realization,8,NN
